session_id,timestamp,kpm,inter_key_avg,switch_rate,scroll_velocity,scroll_delta,mouse_entropy,idle_ratio,tab_count,domain_switches,time_of_day,cls_target
sess_0013,2026-05-15T05:47:00+00:00,10.6,,0.31,61.51,4.98,0.06,0.03,1,0.09,-0.6593,13.07
sess_0013,2026-05-15T05:48:00+00:00,10.32,,0.25,55.97,6.26,0.06,0.03,1,0.1,-0.7071,13.08
sess_0013,2026-05-15T05:49:00+00:00,12.77,,0.26,50.16,3.74,0.05,0.03,1,0.12,-0.7518,13.09
sess_0013,2026-05-15T05:50:00+00:00,12.71,,0.31,52.53,6.37,0.05,0.03,1,0.12,-0.7934,13.1
sess_0013,2026-05-15T05:51:00+00:00,10.0,,0.27,62.45,2.39,0.06,0.03,1,0.11,-0.8315,13.11
sess_0013,2026-05-15T05:52:00+00:00,11.06,,0.29,53.71,6.73,0.05,0.03,1,0.14,-0.866,13.12
sess_0013,2026-05-15T05:53:00+00:00,10.55,,0.27,53.17,5.63,0.06,0.03,1,0.09,-0.8969,13.13
sess_0013,2026-05-15T05:54:00+00:00,10.56,,0.34,54.07,7.69,0.07,0.03,1,0.11,-0.9239,13.14
sess_0013,2026-05-15T05:55:00+00:00,11.22,,0.27,62.54,9.27,0.06,0.03,1,0.13,-0.9469,13.15
sess_0013,2026-05-15T05:56:00+00:00,10.62,,0.3,58.9,7.69,0.06,0.03,1,0.15,-0.9659,13.16
sess_0013,2026-05-15T05:57:00+00:00,11.52,,0.3,59.62,5.22,0.05,0.03,1,0.09,-0.9808,13.17
sess_0013,2026-05-15T05:58:00+00:00,11.3,,0.35,51.03,7.64,0.05,0.02,1,0.12,-0.9914,13.18
sess_0013,2026-05-15T05:59:00+00:00,11.12,,0.27,52.47,3.63,0.05,0.03,1,0.1,-0.9979,13.19
sess_0013,2026-05-15T06:00:00+00:00,10.49,,0.27,58.92,3.92,0.06,0.03,1,0.12,-1.0,13.2
sess_0013,2026-05-15T06:01:00+00:00,11.6,,0.29,60.65,7.51,0.05,0.02,1,0.12,-0.9979,13.21
sess_0013,2026-05-15T06:02:00+00:00,11.04,,0.27,59.55,3.78,0.05,0.03,1,0.15,-0.9914,13.22
sess_0013,2026-05-15T06:03:00+00:00,10.75,,0.32,53.25,9.36,0.05,0.03,1,0.11,-0.9808,13.23
sess_0013,2026-05-15T06:04:00+00:00,10.7,,0.25,61.41,6.79,0.06,0.03,1,0.1,-0.9659,13.24
sess_0013,2026-05-15T06:05:00+00:00,12.69,,0.28,58.37,4.25,0.05,0.02,1,0.17,-0.9469,13.25
sess_0013,2026-05-15T06:06:00+00:00,10.81,,0.29,59.99,8.34,0.06,0.03,1,0.13,-0.9239,13.26
sess_0013,2026-05-15T06:07:00+00:00,10.23,,0.29,54.27,6.09,0.06,0.03,1,0.12,-0.8969,13.27
sess_0013,2026-05-15T06:08:00+00:00,11.61,,0.27,57.02,6.45,0.06,0.03,1,0.15,-0.866,13.28
sess_0013,2026-05-15T06:09:00+00:00,10.36,,0.27,56.48,6.31,0.06,0.03,1,0.14,-0.8315,13.29
sess_0013,2026-05-15T06:10:00+00:00,12.57,,0.33,62.94,4.68,0.06,0.03,1,0.11,-0.7934,13.3
sess_0013,2026-05-15T06:11:00+00:00,10.41,,0.25,59.3,5.06,0.05,0.03,1,0.11,-0.7518,13.31
sess_0013,2026-05-15T06:12:00+00:00,12.19,,0.23,54.39,5.49,0.06,0.03,1,0.11,-0.7071,13.32
sess_0013,2026-05-15T06:13:00+00:00,12.87,,0.27,54.39,4.35,0.05,0.02,1,0.08,-0.6593,13.33
sess_0013,2026-05-15T06:14:00+00:00,10.32,,0.27,48.86,7.58,0.06,0.03,1,0.16,-0.6088,13.34
sess_0013,2026-05-15T06:15:00+00:00,10.93,,0.29,58.5,5.85,0.06,0.03,1,0.13,-0.5556,13.35
sess_0013,2026-05-15T06:16:00+00:00,10.8,,0.26,59.01,2.78,0.05,0.03,1,0.09,-0.5,13.36
sess_0013,2026-05-15T06:17:00+00:00,12.16,,0.25,61.39,6.07,0.05,0.03,1,0.1,-0.4423,13.37
sess_0013,2026-05-15T06:18:00+00:00,11.75,,0.3,56.83,4.36,0.06,0.03,1,0.11,-0.3827,13.38
sess_0013,2026-05-15T06:19:00+00:00,10.64,,0.34,56.09,6.48,0.06,0.03,1,0.13,-0.3214,13.39
sess_0013,2026-05-15T06:20:00+00:00,11.87,,0.33,58.72,3.35,0.06,0.03,1,0.1,-0.2588,13.4
sess_0013,2026-05-15T06:21:00+00:00,11.07,,0.25,55.58,3.47,0.06,0.03,1,0.1,-0.1951,13.41
sess_0013,2026-05-15T06:22:00+00:00,10.56,,0.26,57.42,6.97,0.06,0.03,1,0.08,-0.1305,13.42
sess_0013,2026-05-15T06:23:00+00:00,12.06,,0.31,53.41,9.14,0.05,0.03,1,0.15,-0.0654,13.43
sess_0013,2026-05-15T06:24:00+00:00,10.32,,0.32,55.67,5.69,0.05,0.03,1,0.07,0.0,13.44
sess_0013,2026-05-15T06:25:00+00:00,11.96,,0.28,48.45,7.24,0.06,0.02,1,0.08,0.0654,13.45
sess_0013,2026-05-15T06:26:00+00:00,11.98,,0.31,54.58,4.37,0.06,0.03,1,0.13,0.1305,13.46
sess_0013,2026-05-15T06:27:00+00:00,12.03,,0.28,55.44,4.89,0.06,0.03,1,0.09,0.1951,13.47
sess_0013,2026-05-15T06:28:00+00:00,11.46,,0.3,58.84,3.41,0.05,0.03,1,0.14,0.2588,13.48
sess_0013,2026-05-15T06:29:00+00:00,11.98,,0.26,49.04,4.25,0.06,0.03,1,0.09,0.3214,13.49
sess_0013,2026-05-15T06:30:00+00:00,12.97,,0.32,55.97,7.86,0.06,0.02,1,0.12,0.3827,13.5
sess_0013,2026-05-15T06:31:00+00:00,11.35,,0.31,55.82,5.1,0.05,0.03,1,0.11,0.4423,13.51
sess_0013,2026-05-15T06:32:00+00:00,11.22,,0.28,59.2,8.86,0.05,0.03,1,0.12,0.5,13.52
sess_0013,2026-05-15T06:33:00+00:00,12.01,,0.3,53.53,0.24,0.06,0.03,1,0.15,0.5556,13.53
sess_0013,2026-05-15T06:34:00+00:00,12.76,,0.3,59.73,6.09,0.06,0.03,1,0.12,0.6088,13.54
sess_0013,2026-05-15T06:35:00+00:00,10.09,,0.26,59.78,7.13,0.06,0.03,1,0.1,0.6593,13.55
sess_0013,2026-05-15T06:36:00+00:00,10.71,,0.3,53.9,5.47,0.05,0.03,1,0.13,0.7071,13.56
sess_0013,2026-05-15T06:37:00+00:00,12.27,,0.29,59.73,8.89,0.06,0.03,1,0.11,0.7518,13.57
sess_0013,2026-05-15T06:38:00+00:00,11.61,,0.33,55.39,6.68,0.05,0.03,1,0.07,0.7934,13.58
sess_0013,2026-05-15T06:39:00+00:00,11.64,,0.31,51.41,7.64,0.06,0.03,1,0.1,0.8315,13.59
sess_0013,2026-05-15T06:40:00+00:00,11.28,,0.27,56.96,9.26,0.06,0.02,0,0.1,0.866,13.6
sess_0013,2026-05-15T06:41:00+00:00,10.84,,0.31,61.11,4.81,0.05,0.03,1,0.09,0.8969,13.61
sess_0013,2026-05-15T06:42:00+00:00,10.81,,0.3,52.92,5.86,0.05,0.03,1,0.09,0.9239,13.62
sess_0013,2026-05-15T06:43:00+00:00,10.04,,0.29,60.25,5.95,0.07,0.03,1,0.1,0.9469,13.63
sess_0013,2026-05-15T06:44:00+00:00,11.04,,0.24,55.4,8.91,0.06,0.03,1,0.12,0.9659,13.64
sess_0013,2026-05-15T06:45:00+00:00,10.72,,0.3,62.99,3.77,0.06,0.03,1,0.12,0.9808,13.65
sess_0013,2026-05-15T06:46:00+00:00,11.55,,0.29,63.19,2.88,0.06,0.03,1,0.11,0.9914,13.66
sess_0013,2026-05-15T06:47:00+00:00,11.72,,0.3,54.1,3.19,0.06,0.03,1,0.16,0.9979,13.67
sess_0013,2026-05-15T06:48:00+00:00,11.84,,0.33,61.02,5.21,0.05,0.03,1,0.12,1.0,13.68
sess_0013,2026-05-15T06:49:00+00:00,11.02,,0.3,55.75,5.56,0.05,0.03,1,0.13,0.9979,13.69
sess_0013,2026-05-15T06:50:00+00:00,11.65,,0.26,51.25,7.16,0.06,0.03,1,0.16,0.9914,13.7
sess_0013,2026-05-15T06:51:00+00:00,10.07,,0.31,56.9,6.63,0.05,0.03,1,0.12,0.9808,13.71
sess_0013,2026-05-15T06:52:00+00:00,11.31,,0.25,57.97,5.63,0.06,0.03,1,0.06,0.9659,13.72
sess_0013,2026-05-15T06:53:00+00:00,9.99,,0.29,54.08,4.7,0.06,0.03,1,0.08,0.9469,13.73
sess_0013,2026-05-15T06:54:00+00:00,11.85,,0.28,55.07,7.12,0.05,0.02,1,0.14,0.9239,13.74
sess_0013,2026-05-15T06:55:00+00:00,11.73,,0.27,57.28,5.79,0.06,0.02,1,0.14,0.8969,13.75
sess_0013,2026-05-15T06:56:00+00:00,13.26,,0.25,54.67,6.14,0.05,0.03,1,0.17,0.866,13.76
sess_0013,2026-05-15T06:57:00+00:00,11.73,,0.29,54.94,4.41,0.04,0.03,1,0.09,0.8315,13.77
sess_0013,2026-05-15T06:58:00+00:00,10.8,,0.28,53.53,8.44,0.06,0.03,1,0.13,0.7934,13.78
sess_0013,2026-05-15T06:59:00+00:00,11.68,,0.27,55.37,3.98,0.06,0.03,1,0.12,0.7518,13.79
sess_0013,2026-05-15T07:00:00+00:00,11.48,,0.28,52.05,3.41,0.06,0.03,1,0.14,0.7071,13.8
sess_0013,2026-05-15T07:01:00+00:00,11.56,,0.28,54.67,4.3,0.06,0.03,1,0.14,0.6593,13.81
sess_0013,2026-05-15T07:02:00+00:00,11.58,,0.29,56.74,6.88,0.06,0.02,1,0.09,0.6088,13.82
sess_0013,2026-05-15T07:03:00+00:00,11.43,,0.3,58.54,4.65,0.07,0.03,0,0.12,0.5556,13.83
sess_0013,2026-05-15T07:04:00+00:00,12.59,,0.28,56.88,6.18,0.05,0.03,1,0.16,0.5,13.84
sess_0013,2026-05-15T07:05:00+00:00,9.88,,0.31,59.56,5.95,0.05,0.03,1,0.16,0.4423,13.85
sess_0013,2026-05-15T07:06:00+00:00,11.83,,0.25,57.17,7.05,0.06,0.03,1,0.15,0.3827,13.86
sess_0013,2026-05-15T07:07:00+00:00,10.37,,0.29,55.34,5.3,0.05,0.03,1,0.1,0.3214,13.87
sess_0013,2026-05-15T07:08:00+00:00,11.3,,0.31,53.93,5.4,0.05,0.03,0,0.07,0.2588,13.88
sess_0013,2026-05-15T07:09:00+00:00,12.16,,0.27,50.63,8.03,0.05,0.03,1,0.1,0.1951,13.89
sess_0013,2026-05-15T07:10:00+00:00,12.69,,0.28,55.85,5.11,0.06,0.03,1,0.16,0.1305,13.9
sess_0013,2026-05-15T07:11:00+00:00,9.92,,0.23,59.11,5.03,0.06,0.03,1,0.08,0.0654,13.91
sess_0013,2026-05-15T07:12:00+00:00,10.77,,0.3,59.85,5.29,0.06,0.03,1,0.09,0.0,13.92
sess_0013,2026-05-15T07:13:00+00:00,12.52,,0.32,59.62,8.61,0.06,0.03,1,0.1,-0.0654,13.93
sess_0013,2026-05-15T07:14:00+00:00,11.91,,0.28,55.18,4.14,0.06,0.03,1,0.1,-0.1305,13.94
sess_0013,2026-05-15T07:15:00+00:00,12.22,,0.28,57.45,7.85,0.06,0.03,0,0.13,-0.1951,13.95
sess_0013,2026-05-15T07:16:00+00:00,11.19,,0.28,58.93,2.15,0.05,0.03,1,0.13,-0.2588,13.96
sess_0013,2026-05-15T07:17:00+00:00,10.43,,0.29,61.12,6.65,0.06,0.03,1,0.1,-0.3214,13.97
sess_0013,2026-05-15T07:18:00+00:00,11.98,,0.27,58.8,6.47,0.06,0.03,1,0.14,-0.3827,13.98
sess_0013,2026-05-15T07:19:00+00:00,10.51,,0.32,60.05,4.85,0.05,0.03,1,0.13,-0.4423,13.99
sess_0014,2026-05-15T07:20:00+00:00,11.4,,0.3,58.48,6.21,0.05,0.03,0,0.19,-0.5,14.0
sess_0014,2026-05-15T07:21:00+00:00,11.65,,0.29,62.22,6.74,0.06,0.03,1,0.09,-0.5556,14.01
sess_0014,2026-05-15T07:22:00+00:00,11.1,,0.26,58.27,7.97,0.06,0.03,1,0.15,-0.6088,14.02
sess_0014,2026-05-15T07:23:00+00:00,11.15,,0.27,59.38,5.95,0.06,0.02,1,0.1,-0.6593,14.03
sess_0014,2026-05-15T07:24:00+00:00,10.59,,0.34,51.26,7.91,0.05,0.03,1,0.14,-0.7071,14.04
sess_0014,2026-05-15T07:25:00+00:00,11.03,,0.34,61.27,3.76,0.05,0.03,1,0.11,-0.7518,14.05
sess_0014,2026-05-15T07:26:00+00:00,11.6,,0.3,58.04,6.37,0.06,0.03,1,0.06,-0.7934,14.06
sess_0014,2026-05-15T07:27:00+00:00,11.48,,0.25,58.67,4.46,0.06,0.03,1,0.08,-0.8315,14.07
sess_0014,2026-05-15T07:28:00+00:00,10.92,,0.28,52.24,8.25,0.06,0.03,0,0.11,-0.866,14.08
sess_0014,2026-05-15T07:29:00+00:00,11.68,,0.29,54.16,8.28,0.06,0.03,1,0.12,-0.8969,14.09
sess_0014,2026-05-15T07:30:00+00:00,10.84,,0.29,58.21,3.56,0.06,0.03,1,0.07,-0.9239,14.1
sess_0014,2026-05-15T07:31:00+00:00,12.08,,0.27,59.53,8.91,0.06,0.02,1,0.11,-0.9469,14.11
sess_0014,2026-05-15T07:32:00+00:00,11.37,,0.31,55.29,4.79,0.06,0.03,1,0.15,-0.9659,14.12
sess_0014,2026-05-15T07:33:00+00:00,9.34,,0.27,56.84,5.03,0.05,0.03,1,0.15,-0.9808,14.13
sess_0014,2026-05-15T07:34:00+00:00,11.01,,0.29,51.74,5.23,0.06,0.02,1,0.14,-0.9914,14.14
sess_0014,2026-05-15T07:35:00+00:00,11.54,,0.29,56.31,4.52,0.06,0.03,1,0.13,-0.9979,14.15
sess_0014,2026-05-15T07:36:00+00:00,12.01,,0.28,61.12,6.35,0.06,0.03,1,0.12,-1.0,14.16
sess_0014,2026-05-15T07:37:00+00:00,12.31,,0.3,50.71,5.63,0.06,0.03,1,0.15,-0.9979,14.17
sess_0014,2026-05-15T07:38:00+00:00,11.61,,0.31,60.04,5.58,0.05,0.03,1,0.15,-0.9914,14.18
sess_0014,2026-05-15T07:39:00+00:00,9.1,,0.34,52.98,4.07,0.06,0.03,1,0.11,-0.9808,14.19
sess_0014,2026-05-15T07:40:00+00:00,12.3,,0.31,61.82,7.05,0.06,0.03,1,0.13,-0.9659,14.2
sess_0014,2026-05-15T07:41:00+00:00,11.39,,0.28,57.07,4.75,0.05,0.03,1,0.07,-0.9469,14.21
sess_0014,2026-05-15T07:42:00+00:00,10.94,,0.28,50.77,6.44,0.07,0.03,1,0.1,-0.9239,14.22
sess_0014,2026-05-15T07:43:00+00:00,12.21,,0.27,56.75,4.72,0.05,0.03,1,0.11,-0.8969,14.23
sess_0014,2026-05-15T07:44:00+00:00,11.05,,0.3,54.98,4.92,0.06,0.02,1,0.09,-0.866,14.24
sess_0014,2026-05-15T07:45:00+00:00,12.24,,0.29,58.79,7.67,0.06,0.03,1,0.09,-0.8315,14.25
sess_0014,2026-05-15T07:46:00+00:00,10.64,,0.26,48.74,4.37,0.06,0.02,1,0.1,-0.7934,14.26
sess_0014,2026-05-15T07:47:00+00:00,11.43,,0.29,56.61,3.8,0.05,0.03,1,0.16,-0.7518,14.27
sess_0014,2026-05-15T07:48:00+00:00,10.7,,0.29,52.4,5.95,0.06,0.03,1,0.11,-0.7071,14.28
sess_0014,2026-05-15T07:49:00+00:00,10.0,,0.25,57.17,7.6,0.06,0.03,1,0.14,-0.6593,14.29
sess_0014,2026-05-15T07:50:00+00:00,11.23,,0.28,61.49,8.28,0.05,0.03,1,0.14,-0.6088,14.3
sess_0014,2026-05-15T07:51:00+00:00,11.33,,0.27,59.38,7.22,0.05,0.03,1,0.13,-0.5556,14.31
sess_0014,2026-05-15T07:52:00+00:00,9.6,,0.25,53.0,9.63,0.06,0.03,1,0.15,-0.5,14.32
sess_0014,2026-05-15T07:53:00+00:00,11.24,,0.28,56.41,5.61,0.06,0.03,1,0.12,-0.4423,14.33
sess_0014,2026-05-15T07:54:00+00:00,11.49,,0.3,53.24,7.28,0.06,0.03,1,0.1,-0.3827,14.34
sess_0014,2026-05-15T07:55:00+00:00,11.74,,0.26,59.26,2.61,0.06,0.03,1,0.11,-0.3214,14.35
sess_0014,2026-05-15T07:56:00+00:00,11.21,,0.32,55.17,5.43,0.06,0.03,1,0.09,-0.2588,14.36
sess_0014,2026-05-15T07:57:00+00:00,11.13,,0.32,63.25,4.62,0.06,0.03,1,0.1,-0.1951,14.37
sess_0014,2026-05-15T07:58:00+00:00,11.42,,0.27,57.1,6.76,0.06,0.03,1,0.16,-0.1305,14.38
sess_0014,2026-05-15T07:59:00+00:00,13.19,,0.3,56.38,6.22,0.06,0.03,1,0.13,-0.0654,14.39
sess_0014,2026-05-15T08:00:00+00:00,10.79,,0.31,60.38,3.41,0.06,0.02,1,0.1,0.0,14.4
sess_0014,2026-05-15T08:01:00+00:00,13.26,,0.28,57.79,9.4,0.05,0.03,1,0.13,0.0654,14.41
sess_0014,2026-05-15T08:02:00+00:00,11.4,,0.28,55.8,5.39,0.05,0.03,1,0.13,0.1305,14.42
sess_0014,2026-05-15T08:03:00+00:00,11.78,,0.33,53.71,4.4,0.07,0.03,1,0.11,0.1951,14.43
sess_0014,2026-05-15T08:04:00+00:00,10.77,,0.29,55.56,3.41,0.07,0.03,1,0.14,0.2588,14.44
sess_0014,2026-05-15T08:05:00+00:00,11.73,,0.28,46.68,8.44,0.05,0.03,1,0.13,0.3214,14.45
sess_0014,2026-05-15T08:06:00+00:00,10.14,,0.27,58.39,5.15,0.06,0.03,0,0.11,0.3827,14.46
sess_0014,2026-05-15T08:07:00+00:00,11.84,,0.3,54.93,6.9,0.06,0.03,1,0.14,0.4423,14.47
sess_0014,2026-05-15T08:08:00+00:00,13.04,,0.24,55.53,5.79,0.05,0.03,1,0.11,0.5,14.48
sess_0014,2026-05-15T08:09:00+00:00,12.67,,0.3,53.56,8.62,0.06,0.03,1,0.1,0.5556,14.49
sess_0014,2026-05-15T08:10:00+00:00,11.32,,0.32,54.58,4.2,0.06,0.02,1,0.14,0.6088,14.5
sess_0014,2026-05-15T08:11:00+00:00,11.55,,0.27,53.53,5.8,0.06,0.03,1,0.09,0.6593,14.51
sess_0014,2026-05-15T08:12:00+00:00,11.43,,0.33,56.44,6.84,0.06,0.03,1,0.1,0.7071,14.52
sess_0014,2026-05-15T08:13:00+00:00,11.5,,0.28,60.44,3.3,0.05,0.03,1,0.05,0.7518,14.53
sess_0014,2026-05-15T08:14:00+00:00,11.75,,0.31,49.94,7.07,0.05,0.03,1,0.1,0.7934,14.54
sess_0014,2026-05-15T08:15:00+00:00,11.69,,0.25,54.59,1.39,0.06,0.03,1,0.14,0.8315,14.55
sess_0014,2026-05-15T08:16:00+00:00,10.24,,0.31,52.27,5.93,0.06,0.03,1,0.11,0.866,14.56
sess_0014,2026-05-15T08:17:00+00:00,10.3,,0.31,56.62,6.29,0.05,0.03,0,0.12,0.8969,14.57
sess_0014,2026-05-15T08:18:00+00:00,11.01,,0.33,59.55,3.13,0.06,0.03,1,0.13,0.9239,14.58
sess_0014,2026-05-15T08:19:00+00:00,11.55,,0.25,59.61,7.68,0.06,0.03,1,0.12,0.9469,14.59
sess_0014,2026-05-15T08:20:00+00:00,12.06,,0.3,60.97,5.79,0.05,0.02,1,0.11,0.9659,14.6
sess_0014,2026-05-15T08:21:00+00:00,11.68,,0.29,58.37,4.14,0.06,0.03,1,0.12,0.9808,14.61
sess_0014,2026-05-15T08:22:00+00:00,11.56,,0.29,59.96,3.21,0.05,0.03,1,0.14,0.9914,14.62
sess_0014,2026-05-15T08:23:00+00:00,11.03,,0.35,61.29,6.59,0.06,0.03,1,0.14,0.9979,14.63
sess_0014,2026-05-15T08:24:00+00:00,10.91,,0.32,62.61,5.91,0.05,0.03,1,0.11,1.0,14.64
sess_0014,2026-05-15T08:25:00+00:00,12.02,,0.26,55.8,5.59,0.06,0.03,1,0.09,0.9979,14.65
sess_0014,2026-05-15T08:26:00+00:00,10.24,,0.27,57.8,5.46,0.06,0.03,1,0.11,0.9914,14.66
sess_0014,2026-05-15T08:27:00+00:00,12.25,,0.33,49.63,3.28,0.06,0.03,1,0.12,0.9808,14.67
sess_0014,2026-05-15T08:28:00+00:00,10.78,,0.29,61.48,3.33,0.06,0.03,1,0.12,0.9659,14.68
sess_0014,2026-05-15T08:29:00+00:00,10.99,,0.27,53.6,6.83,0.06,0.03,1,0.07,0.9469,14.69
sess_0014,2026-05-15T08:30:00+00:00,12.57,,0.3,64.41,6.67,0.06,0.03,1,0.16,0.9239,14.7
sess_0014,2026-05-15T08:31:00+00:00,12.17,,0.28,64.37,8.67,0.06,0.03,1,0.14,0.8969,14.71
sess_0014,2026-05-15T08:32:00+00:00,11.61,,0.29,56.72,5.79,0.06,0.03,1,0.16,0.866,14.72
sess_0014,2026-05-15T08:33:00+00:00,11.03,,0.27,57.73,3.58,0.05,0.03,1,0.14,0.8315,14.73
sess_0014,2026-05-15T08:34:00+00:00,12.35,,0.27,55.93,4.88,0.06,0.03,1,0.09,0.7934,14.74
sess_0014,2026-05-15T08:35:00+00:00,11.07,,0.29,52.05,6.3,0.06,0.03,1,0.1,0.7518,14.75
sess_0014,2026-05-15T08:36:00+00:00,11.58,,0.3,60.13,7.15,0.05,0.03,1,0.11,0.7071,14.76
sess_0014,2026-05-15T08:37:00+00:00,11.6,,0.3,53.12,2.85,0.06,0.03,1,0.13,0.6593,14.77
sess_0014,2026-05-15T08:38:00+00:00,12.07,,0.27,60.16,5.71,0.05,0.03,1,0.12,0.6088,14.78
sess_0014,2026-05-15T08:39:00+00:00,12.88,,0.27,60.4,6.93,0.05,0.02,1,0.12,0.5556,14.79
sess_0014,2026-05-15T08:40:00+00:00,11.81,,0.27,62.49,4.17,0.07,0.03,1,0.15,0.5,14.8
sess_0014,2026-05-15T08:41:00+00:00,12.43,,0.27,56.78,5.16,0.06,0.03,1,0.12,0.4423,14.81
sess_0014,2026-05-15T08:42:00+00:00,12.2,,0.31,48.58,6.44,0.06,0.03,1,0.11,0.3827,14.82
sess_0014,2026-05-15T08:43:00+00:00,10.71,,0.27,53.19,4.65,0.06,0.03,1,0.13,0.3214,14.83
sess_0014,2026-05-15T08:44:00+00:00,11.52,,0.28,56.0,7.84,0.06,0.03,1,0.11,0.2588,14.84
sess_0014,2026-05-15T08:45:00+00:00,11.07,,0.29,54.93,7.71,0.06,0.03,1,0.15,0.1951,14.85
sess_0014,2026-05-15T08:46:00+00:00,10.35,,0.28,71.38,7.35,0.06,0.03,1,0.11,0.1305,14.86
sess_0014,2026-05-15T08:47:00+00:00,11.31,,0.31,63.51,5.87,0.05,0.03,1,0.13,0.0654,14.87
sess_0014,2026-05-15T08:48:00+00:00,10.24,,0.32,51.23,3.06,0.06,0.03,1,0.09,0.0,14.88
sess_0014,2026-05-15T08:49:00+00:00,10.43,,0.3,62.75,6.44,0.06,0.03,1,0.15,-0.0654,14.89
sess_0014,2026-05-15T08:50:00+00:00,11.0,,0.23,60.19,7.63,0.06,0.03,1,0.11,-0.1305,14.9
sess_0014,2026-05-15T08:51:00+00:00,10.83,,0.29,62.01,6.1,0.05,0.02,1,0.15,-0.1951,14.91
sess_0014,2026-05-15T08:52:00+00:00,11.84,,0.29,55.78,1.46,0.07,0.03,1,0.08,-0.2588,14.92
sess_0014,2026-05-15T08:53:00+00:00,11.69,,0.28,52.42,7.68,0.05,0.03,1,0.13,-0.3214,14.93
sess_0014,2026-05-15T08:54:00+00:00,11.03,,0.28,59.66,3.63,0.06,0.03,1,0.15,-0.3827,14.94
sess_0014,2026-05-15T08:55:00+00:00,11.19,,0.28,57.54,7.56,0.06,0.03,1,0.12,-0.4423,14.95
sess_0014,2026-05-15T08:56:00+00:00,10.77,,0.29,54.46,7.73,0.06,0.03,1,0.12,-0.5,14.96
sess_0014,2026-05-15T08:57:00+00:00,11.7,,0.26,54.58,4.9,0.05,0.03,0,0.11,-0.5556,14.97
sess_0014,2026-05-15T08:58:00+00:00,10.56,,0.26,55.69,3.0,0.05,0.03,1,0.09,-0.6088,14.98
sess_0014,2026-05-15T08:59:00+00:00,12.76,,0.26,50.95,5.15,0.05,0.03,1,0.16,-0.6593,14.99
sess_0015,2026-05-15T09:00:00+00:00,11.43,,0.28,63.53,3.95,0.06,0.03,1,0.16,-0.7071,15.0
sess_0015,2026-05-15T09:01:00+00:00,10.63,,0.29,55.95,5.71,0.06,0.03,1,0.08,-0.7518,15.01
sess_0015,2026-05-15T09:02:00+00:00,11.37,,0.3,59.26,7.15,0.05,0.03,1,0.1,-0.7934,15.02
sess_0015,2026-05-15T09:03:00+00:00,11.41,,0.28,58.12,6.52,0.06,0.03,1,0.12,-0.8315,15.03
sess_0015,2026-05-15T09:04:00+00:00,11.79,,0.29,59.03,6.22,0.06,0.03,1,0.14,-0.866,15.04
sess_0015,2026-05-15T09:05:00+00:00,11.45,,0.28,54.09,7.76,0.06,0.03,1,0.11,-0.8969,15.05
sess_0015,2026-05-15T09:06:00+00:00,11.7,,0.27,60.41,7.34,0.05,0.03,0,0.13,-0.9239,15.06
sess_0015,2026-05-15T09:07:00+00:00,12.31,,0.29,51.88,4.74,0.06,0.03,1,0.18,-0.9469,15.07
sess_0015,2026-05-15T09:08:00+00:00,11.84,,0.28,62.06,3.91,0.06,0.03,1,0.13,-0.9659,15.08
sess_0015,2026-05-15T09:09:00+00:00,12.61,,0.31,50.65,3.4,0.06,0.03,1,0.11,-0.9808,15.09
sess_0015,2026-05-15T09:10:00+00:00,11.84,,0.27,54.88,8.11,0.06,0.03,1,0.12,-0.9914,15.1
sess_0015,2026-05-15T09:11:00+00:00,12.02,,0.33,63.74,5.22,0.06,0.03,1,0.11,-0.9979,15.11
sess_0015,2026-05-15T09:12:00+00:00,12.4,,0.29,58.77,3.93,0.06,0.03,1,0.1,-1.0,15.12
sess_0015,2026-05-15T09:13:00+00:00,12.7,,0.27,62.98,7.39,0.05,0.03,1,0.09,-0.9979,15.13
sess_0015,2026-05-15T09:14:00+00:00,11.16,,0.31,56.87,8.03,0.06,0.02,1,0.13,-0.9914,15.14
sess_0015,2026-05-15T09:15:00+00:00,12.89,,0.25,58.75,6.23,0.05,0.03,1,0.14,-0.9808,15.15
sess_0015,2026-05-15T09:16:00+00:00,11.83,,0.26,54.96,8.38,0.05,0.03,1,0.11,-0.9659,15.16
sess_0015,2026-05-15T09:17:00+00:00,10.48,,0.27,54.17,3.48,0.05,0.03,1,0.06,-0.9469,15.17
sess_0015,2026-05-15T09:18:00+00:00,12.19,,0.24,67.34,5.91,0.06,0.04,1,0.16,-0.9239,15.18
sess_0015,2026-05-15T09:19:00+00:00,11.2,,0.31,52.55,9.13,0.06,0.03,1,0.14,-0.8969,15.19
sess_0015,2026-05-15T09:20:00+00:00,11.28,,0.31,59.94,6.75,0.06,0.03,1,0.13,-0.866,15.2
sess_0015,2026-05-15T09:21:00+00:00,11.02,,0.23,56.46,5.6,0.05,0.02,1,0.12,-0.8315,15.21
sess_0015,2026-05-15T09:22:00+00:00,11.08,,0.3,48.59,9.37,0.06,0.03,1,0.07,-0.7934,15.22
sess_0015,2026-05-15T09:23:00+00:00,12.08,,0.35,61.16,8.53,0.06,0.03,1,0.16,-0.7518,15.23
sess_0015,2026-05-15T09:24:00+00:00,12.97,,0.32,58.28,4.15,0.06,0.03,1,0.12,-0.7071,15.24
sess_0015,2026-05-15T09:25:00+00:00,11.04,,0.29,56.8,4.76,0.05,0.03,1,0.09,-0.6593,15.25
